"Rc","Rm","Rb"
0.996072292297297,0.930021305727166,1.0035915367052
0.989774386843424,1.00912055638002,1.00332314138295
1.01577333084369,0.984329507161573,1.00260354796418
1.01809931678771,0.976332455002033,1.00215466384031
0.97107518553716,1.02731159696966,1.00223841626714
1.0082554273873,1.01972594045465,1.0017488965762
1.0027535330012,0.973682096575415,1.00156970611619
0.990470485125151,1.0238385568617,1.00134211332631
0.996410947117862,0.939096035270173,1.00160715963907
1.00869812559592,0.995897885174187,1.00164605318
0.998688453692404,1.03663902229968,1.00124740776892
0.98508615529255,1.04473228059739,1.00095968795706
1.00501900287985,1.06341707015286,1.00080476173277
1.00625508663421,1.02636562621361,1.00086676783363
1.01101402597336,1.0277550592371,1.00115738912693
0.998147318441508,1.00845489685138,1.0020542578068
1.00273770804667,1.02004659984217,1.00208234822567
1.00208618689352,0.972789352160544,1.00235789001601
0.991374743232688,1.02953336457183,1.00211538181306
1.00364483416298,1.01901875494219,1.002362502741
1.00519144714272,0.981137443518789,1.00247485683993
1.00038879659971,1.02954341318785,1.00269856819734
1.00770560398197,1.03924435574309,1.00298801596326
1.00508073723377,1.00441673422604,1.00328929096268
0.999835695871084,0.960555319855431,1.00321985021502
0.996620110593683,1.01186909276887,1.00291118141708
1.00953812757835,0.993748326545022,1.00252687904519
0.996429054960348,0.935774871263393,1.00189942667086
1.00399747028734,0.915222322332114,1.00196786722904
0.98849140492656,0.919788904145332,1.00197506280431
1.00442339353518,1.06681717688513,1.00269318429541
1.00292970645942,1.01258465855884,1.00245238089127
1.0091798016351,0.940859736918629,1.00131805989695
0.990269882380465,1.00694245420502,1.00136056618845
1.00359126459449,1.10177201382823,1.00140143832748
1.00142623821264,1.01582190270915,1.0015017412902
1.00159352978432,1.045395360708,1.00136579105007
0.991487073102309,0.970343988300905,1.001632502087
1.00729889743012,1.03880336740926,1.00194658265006
0.995737860756364,1.04985402357218,1.00231259662502
0.999396252326963,1.0130381102685,1.00210861131356
1.00498712627604,0.975939889678185,1.00170313957878
1.00008405974077,0.992483031379239,1.0013390368893
1.00869224591251,1.04611215845258,1.00139222969539
0.988191040352446,0.99343221594972,1.00274654616495
0.994568191476014,1.03036610675825,1.00245503601774
1.00320375532009,0.987211565089655,1.00233406943099
1.0090394707946,1.02172552179993,1.00198330253289
0.997101391799215,1.02351935921083,1.00198696537193
1.01005552169866,1.00957376798802,1.0020234152521
1.00506747555879,1.01541112566739,1.00188287071367
0.995787637528867,1.00583570054362,1.00175730315454
1.01950968243785,1.01305917412203,1.00193738560031
0.999139153152211,1.01437302461701,1.00208872858306
1.0073642577439,1.01657908851265,1.00220073466333
1.00712831676551,0.984431209429959,1.00247827406607
0.990995560092889,1.02561670837355,1.00194074457927
1.00432275123504,1.00745119400379,1.00205407311909
0.982794316694514,0.993152610562652,1.00214458492422
1.0249297474179,1.00232980054307,1.00232314068074
0.993691443852366,1.03202484387947,1.00244096084774
1.01017118326612,0.99918139300182,1.00259206727858
0.983752956354326,0.983178589159323,1.00240573235065
1.01503286018251,1.03149268597528,1.00219051856343
1.00352526560577,0.989021294337292,1.00178020488494
0.987164425864907,0.942240389664579,1.00110816983885
1.01660617156543,1.01324349799104,1.00122189045728
0.998594430819455,1.025064268643,1.00144813855142
1.01030456588556,1.03375221771906,1.00194767965641
1.03088675350605,1.02541809982451,1.00192485195302
0.993051311756556,0.989981992538645,1.00201576194726
1.00276143388699,1.00443413958847,1.00205871625858
1.00301386643358,1.00108716229741,1.00196600226128
1.00254409537543,0.975375746408073,1.00137829107703
1.00081029414746,0.973692165317806,1.00121002164748
1.00884111877161,1.01714540678107,1.00109766961442
0.991465102767242,0.946769978330816,1.00148133138302
1.00758118686927,0.982645960064582,1.00221885224711
1.00848743536519,0.985870348279581,1.00233990858608
0.988671010170827,0.915840808051836,1.00184953800122
1.00341931859079,0.989580662521097,1.00164363709681
0.994921432389338,1.04621864377224,1.00149904556293
1.00257897214752,1.00284523665982,1.00155078211939
0.997553030960586,0.997967242229221,1.0016065697206
1.0049608643761,1.07905471875719,1.00162472695458
1.00515225654638,1.00146489588886,1.00212745231979
1.00059361328268,1.04016186993146,1.00227591189353
1.00308554273069,1.04271087744163,1.00239009453392
0.997146242948785,0.94610381852171,1.00221689818595
1.00158359492255,1.01357577631683,1.00226714673467
0.987922400914789,1.04103564543073,1.00241257183523
1.00555761566819,0.984579718883424,1.00277523624375
1.00697289528968,1.03053135030593,1.00296757946462
0.982963148642197,0.963538417677926,1.00307403040152
1.00948033054688,1.00375233719567,1.00298373159969
1.01326716277118,1.0255040366459,1.00304700610428
0.996592351992779,0.951182084163181,1.0023217648519
1.00363949976379,0.964951472947565,1.00201613251121
1.01439026914645,1.00723465327286,1.00191336812038
0.992660323285823,1.07699840549073,1.00170798761831
1.0023325865938,1.00838127806508,1.00184252424405
1.01173090163546,1.00688849964244,1.00185278480071
1.00730062329208,0.978805729555636,1.00169819118984
